topGenre,year,isHighEnergy,isDanceable,isLoud,isLively,isHighValence,isAcoustic,isSpeechy,isPopular
dance pop,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
permanent wave,2007,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
art rock,2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dutch pop,2007,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
dutch pop,2007,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
garage rock,2006,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
dance pop,2009,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
alternative dance,2007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dance pop,2008,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
permanent wave,2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
arkansas country,2000,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
alternative rock,2007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
dutch hip hop,2005,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
dance pop,2009,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
irish rock,2000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
permanent wave,2000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
album rock,2005,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
belgian rock,2000,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
dutch indie,2001,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
modern rock,2009,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
carnaval limburg,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dutch cabaret,2009,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
dutch pop,2002,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
dutch metal,2003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
electro,2001,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
adult standards,2002,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
alternative metal,2007,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
alternative dance,2009,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
modern rock,2001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dutch pop,2007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
acoustic pop,2006,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
classic rock,2009,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
brill building pop,2008,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
g funk,2007,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
dutch cabaret,2010,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
dutch pop,2010,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
happy hardcore,2010,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
dutch pop,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
dutch indie,2010,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
belgian rock,2010,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
dutch indie,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dutch indie,2010,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
album rock,2010,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
belgian pop,2010,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
dutch pop,2010,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
classic schlager,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
permanent wave,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
dance rock,2010,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
album rock,2010,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
dutch indie,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dutch pop,2010,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
dance pop,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
contemporary country,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
barbadian pop,2010,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
adult standards,2010,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
alternative rock,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
dance pop,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
gabba,2010,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
modern rock,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
chamber pop,2010,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
brill building pop,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
